4.031102971430383519e+01,7.393098814575668598e+01,9.137062649643362988e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,4.221826219322917795e-01,-1.397667783404731717e-03,9.065097243069942801e-01
3.345636476420317962e+01,7.291613612162447566e+01,9.409658344870074131e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.192858226780233011e-01,-1.300438377580227832e-03,9.476575712233001880e-01
3.061113186587477131e+01,6.893448867445209771e+01,9.505565261030241686e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.176564848930517604e-01,5.082998813734085353e-03,9.481922382768432911e-01
3.777389336687860322e+01,7.324332017056914879e+01,9.254558420823167353e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,4.203236506616302437e-01,-2.127764653226384313e-03,9.073717547466751965e-01
3.398346457384513286e+01,7.356883055829990781e+01,9.391949219103749158e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.191423336020828283e-01,-5.370480296831459544e-04,9.477066436838093022e-01
3.928324634580464192e+01,6.695405292513663653e+01,9.184657320756898002e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,4.182149588084806413e-01,2.749528782117482972e-04,9.083480459767256932e-01
3.174776801663224646e+01,6.722569059423601345e+01,9.467345229715607502e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.208569224744083903e-01,-2.251260700649228459e-03,9.471250007921390157e-01
3.419758878823339643e+01,6.717872898183065900e+01,9.384774795520554846e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.197692266178592257e-01,-1.455894628056231266e-03,9.474943388110813602e-01
2.989780853039053810e+01,7.433926294067482843e+01,9.529668268015626609e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.173458517449826988e-01,3.338980009420039474e-03,9.483039921843354758e-01
3.748079864081154255e+01,7.204596513409363467e+01,9.268135832998625290e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,4.207680108710718514e-01,-5.474110910618374673e-04,9.071681108640773372e-01
3.737763313262414755e+01,6.912682992403129845e+01,9.273176627987712095e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,4.192649025765268211e-01,-1.702181068783258696e-03,9.078623486229089323e-01
3.193447879873065176e+01,7.193226541990337353e+01,9.460763028683253140e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.173148068628384721e-01,3.034703626675350208e-04,9.483202102936215683e-01
3.127364445944047944e+01,7.391910610486941380e+01,9.483280297337236675e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.209426758377098010e-01,6.478498960698769737e-04,9.470983999124077402e-01
3.673197394769117352e+01,6.714373483729215764e+01,9.299280821961480115e+01,1.910000000000000000e+02,1.910000000000000000e+02,1.910000000000000000e+02,3.212972294903179149e-01,2.898951113779829614e-03,9.469739628967031031e-01
