6.892143249511718750e+01,-3.840705108642578125e+01,8.841386413574218750e+01,1.530000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+02,6.232060194015502930e-01,5.561799928545951843e-02,7.800769805908203125e-01
7.832118225097656250e+01,-4.547032165527343750e+01,7.700455474853515625e+01,1.530000000000000000e+02,1.270000000000000000e+02,1.070000000000000000e+02,7.556110024452209473e-01,-5.878600105643272400e-02,6.523780226707458496e-01
7.310081481933593750e+01,-3.899986648559570312e+01,8.506089019775390625e+01,1.420000000000000000e+02,1.210000000000000000e+02,1.050000000000000000e+02,6.562359929084777832e-01,2.378699928522109985e-02,7.541810274124145508e-01
7.625736236572265625e+01,-4.580837631225585938e+01,7.929298400878906250e+01,1.530000000000000000e+02,1.360000000000000000e+02,1.110000000000000000e+02,7.673789858818054199e-01,-5.573099851608276367e-02,6.387680172920227051e-01
6.797222900390625000e+01,-4.097211074829101562e+01,8.947565460205078125e+01,1.510000000000000000e+02,1.250000000000000000e+02,1.040000000000000000e+02,6.244930028915405273e-01,5.859100073575973511e-02,7.788299918174743652e-01
7.303087615966796875e+01,-3.664765167236328125e+01,8.503912353515625000e+01,1.460000000000000000e+02,1.280000000000000000e+02,1.060000000000000000e+02,6.291570067405700684e-01,4.100099951028823853e-02,7.761960029602050781e-01
7.756801605224609375e+01,-3.943911743164062500e+01,8.168962097167968750e+01,1.530000000000000000e+02,1.290000000000000000e+02,9.900000000000000000e+01,7.009289860725402832e-01,-9.551399946212768555e-02,7.068070173263549805e-01
6.749675750732421875e+01,-3.943601989746093750e+01,8.971733093261718750e+01,1.530000000000000000e+02,1.190000000000000000e+02,9.800000000000000000e+01,6.231049895286560059e-01,5.846099928021430969e-02,7.799500226974487305e-01
7.998468780517578125e+01,-4.495405197143554688e+01,7.552895355224609375e+01,1.530000000000000000e+02,1.280000000000000000e+02,1.030000000000000000e+02,7.351890206336975098e-01,-6.474299728870391846e-02,6.747630238533020020e-01
6.712051391601562500e+01,-3.599714660644531250e+01,8.964469146728515625e+01,1.470000000000000000e+02,1.190000000000000000e+02,1.030000000000000000e+02,6.200720071792602539e-01,5.559299886226654053e-02,7.825729846954345703e-01
7.943138122558593750e+01,-4.311716461181640625e+01,7.665299224853515625e+01,1.510000000000000000e+02,1.290000000000000000e+02,1.040000000000000000e+02,7.412459850311279297e-01,-1.524759978055953979e-01,6.536859869956970215e-01
7.155198669433593750e+01,-4.235921859741210938e+01,8.652090454101562500e+01,1.430000000000000000e+02,1.190000000000000000e+02,1.030000000000000000e+02,6.632279753684997559e-01,3.238699957728385925e-02,7.477160096168518066e-01
6.943501281738281250e+01,-4.179951858520507812e+01,8.825510406494140625e+01,1.500000000000000000e+02,1.250000000000000000e+02,1.060000000000000000e+02,6.263340115547180176e-01,5.564200133085250854e-02,7.775670289993286133e-01
7.272530364990234375e+01,-4.499483108520507812e+01,8.584917449951171875e+01,1.380000000000000000e+02,1.170000000000000000e+02,9.900000000000000000e+01,7.222149968147277832e-01,-9.740999899804592133e-03,6.916009783744812012e-01
6.882333374023437500e+01,-3.876678466796875000e+01,8.854336547851562500e+01,1.500000000000000000e+02,1.330000000000000000e+02,1.090000000000000000e+02,6.232060194015502930e-01,5.561799928545951843e-02,7.800769805908203125e-01
7.118401336669921875e+01,-3.896599960327148438e+01,8.664847564697265625e+01,1.500000000000000000e+02,1.210000000000000000e+02,1.050000000000000000e+02,6.267729997634887695e-01,5.258600041270256042e-02,7.774260044097900391e-01
7.950482940673828125e+01,-4.541893386840820312e+01,7.594809722900390625e+01,1.530000000000000000e+02,1.340000000000000000e+02,1.150000000000000000e+02,7.410839796066284180e-01,-4.409499838948249817e-02,6.699630022048950195e-01
7.075035858154296875e+01,-3.723251342773437500e+01,8.685534667968750000e+01,1.500000000000000000e+02,1.260000000000000000e+02,1.040000000000000000e+02,6.219170093536376953e-01,5.265700072050094604e-02,7.813100218772888184e-01
7.930229949951171875e+01,-4.340035629272460938e+01,7.666049957275390625e+01,1.530000000000000000e+02,1.140000000000000000e+02,1.000000000000000000e+02,7.437940239906311035e-01,-1.397430002689361572e-01,6.536369919776916504e-01
7.420302581787109375e+01,-3.657389450073242188e+01,8.418311309814453125e+01,1.350000000000000000e+02,1.210000000000000000e+02,1.020000000000000000e+02,6.395450234413146973e-01,2.658900059759616852e-02,7.682939767837524414e-01
7.664161682128906250e+01,-4.499041366577148438e+01,8.230559539794921875e+01,1.240000000000000000e+02,1.120000000000000000e+02,8.800000000000000000e+01,7.554799914360046387e-01,-6.164300069212913513e-02,6.522650122642517090e-01
7.832716369628906250e+01,-4.424161529541015625e+01,7.736089324951171875e+01,1.530000000000000000e+02,1.280000000000000000e+02,1.040000000000000000e+02,7.553769946098327637e-01,-1.074900031089782715e-01,6.464139819145202637e-01
6.667250061035156250e+01,-3.794797134399414062e+01,9.020223236083984375e+01,1.500000000000000000e+02,1.240000000000000000e+02,1.060000000000000000e+02,6.213560104370117188e-01,5.856499820947647095e-02,7.813370227813720703e-01
7.682185363769531250e+01,-4.482363128662109375e+01,7.889344787597656250e+01,1.500000000000000000e+02,1.390000000000000000e+02,1.090000000000000000e+02,7.628859877586364746e-01,-8.573400229215621948e-02,6.408240199089050293e-01
7.782595062255859375e+01,-4.070028305053710938e+01,8.150102233886718750e+01,1.500000000000000000e+02,1.230000000000000000e+02,1.030000000000000000e+02,7.185990214347839355e-01,-1.140870004892349243e-01,6.860030293464660645e-01
7.814242553710937500e+01,-4.218895721435546875e+01,7.836092376708984375e+01,1.270000000000000000e+02,9.700000000000000000e+01,8.500000000000000000e+01,7.404500246047973633e-01,-1.462800055742263794e-01,6.560000181198120117e-01
7.094891357421875000e+01,-3.922681427001953125e+01,8.686972808837890625e+01,1.520000000000000000e+02,1.210000000000000000e+02,1.040000000000000000e+02,6.250420212745666504e-01,5.268000066280364990e-02,7.788109779357910156e-01
7.601643371582031250e+01,-4.702279281616210938e+01,8.320252990722656250e+01,1.470000000000000000e+02,1.080000000000000000e+02,9.600000000000000000e+01,7.569010257720947266e-01,-2.668100036680698395e-02,6.529849767684936523e-01
7.028578186035156250e+01,-4.343363189697265625e+01,8.760504913330078125e+01,1.380000000000000000e+02,1.200000000000000000e+02,1.020000000000000000e+02,6.410160064697265625e-01,4.690400138497352600e-02,7.660930156707763672e-01
7.345180511474609375e+01,-4.405136108398437500e+01,8.520206451416015625e+01,1.390000000000000000e+02,1.260000000000000000e+02,1.020000000000000000e+02,7.276679873466491699e-01,-2.103099972009658813e-02,6.856070160865783691e-01
7.131000518798828125e+01,-3.366798782348632812e+01,8.615791320800781250e+01,1.420000000000000000e+02,1.170000000000000000e+02,1.040000000000000000e+02,6.210759878158569336e-01,4.668699949979782104e-02,7.823579907417297363e-01
7.389177703857421875e+01,-3.382360839843750000e+01,8.410781097412109375e+01,1.490000000000000000e+02,1.210000000000000000e+02,1.050000000000000000e+02,6.211559772491455078e-01,4.386299848556518555e-02,7.824580073356628418e-01
7.118117523193359375e+01,-4.336098098754882812e+01,8.685655212402343750e+01,1.420000000000000000e+02,1.170000000000000000e+02,1.030000000000000000e+02,6.632279753684997559e-01,3.238699957728385925e-02,7.477160096168518066e-01
7.475235748291015625e+01,-4.279360961914062500e+01,8.406632995605468750e+01,1.420000000000000000e+02,1.130000000000000000e+02,1.010000000000000000e+02,7.302010059356689453e-01,-4.412499815225601196e-02,6.818060278892517090e-01
7.785083007812500000e+01,-4.249260330200195312e+01,7.999935913085937500e+01,1.120000000000000000e+02,8.500000000000000000e+01,6.900000000000000000e+01,7.421039938926696777e-01,-1.234359964728355408e-01,6.588209867477416992e-01
